MLR_No,ML_Lic_No,Period,Name_Eng,Name_Chi,Expiry_Date,Remarks
4911,2171/2018,As at 29 February 2020,"SME (HK) Commercial Development Co., Limited",香港中小企商業發展有限公司,09-Nov-19,R
4670,2169/2018,As at 29 February 2020,Neway Credit Limited,新一代信貸有限公司,03-Jan-20,R
4369,2167/2018,As at 29 February 2020,Mr Money Credit Limited,錢淘信貸有限公司,26-Jan-20,R
4360,2166/2018,As at 29 February 2020,DLO International Credit Limited,,12-Jan-20,R
4359,2165/2018,As at 29 February 2020,Go Profit Finance Limited,順盈財務有限公司,19-Jan-20,R
4321,2164/2018,As at 29 February 2020,Golden Ocean (852) Limited,鋐澤(香港)有限公司,17-Dec-19,R
4297,2163/2018,As at 29 February 2020,Jiahe Investment Management Co. Limited,加和投資管理有限公司,26-Nov-19,R
4257,2161/2018,As at 29 February 2020,S K Finance Limited,鑫坤財務有限公司,03-Nov-19,R
4082,2160/2018,As at 29 February 2020,Max View Finance Limited,景豐財務有限公司,28-Dec-19,R
3949,2159/2018,As at 29 February 2020,J & E Finance Company Limited,借得易財務有限公司,16-Dec-19,R
3939,2158/2018,As at 29 February 2020,Tokyo Ichiban Credit Limited,東京一級信用社有限公司,11-Dec-19,R
3930,2157/2018,As at 29 February 2020,Merdeka Finance Limited,萬德金融有限公司,02-Dec-19,R
3708,2156/2018,As at 29 February 2020,TRXY Capital Finance Company Limited,泰融信業資本信貸有限公司,08-Dec-19,R
3655,2155/2018,As at 29 February 2020,Fine Talent Finance Limited,高名財務有限公司,12-Nov-19,R
3474,2154/2018,As at 29 February 2020,Empire Credit Limited,帝國信貸有限公司,03-Jan-20,R
3473,2153/2018,As at 29 February 2020,Sun Power Group Holdings Limited,昱興創建控股有限公司,27-Dec-19,R
3460,2152/2018,As at 29 February 2020,I S Mortgage Finance Limited,息合理按揭財務有限公司,27-Nov-19,R
3401,2151/2018,As at 29 February 2020,Run Tuo Finance Company Limited,潤拓財務有限公司,30-Dec-19,R
3172,2150/2018,As at 29 February 2020,New Smart Credit Service Limited,駿新信貸財務有限公司,11-Nov-19,R
3108,2149/2018,As at 29 February 2020,Hong Kong Construction Financing Limited,香港建設信貸財務有限公司,03-Dec-19,R
2716,2148/2018,As at 29 February 2020,Intrend Asset Management Limited,,26-Nov-19,R
2447,2147/2018,As at 29 February 2020,EAA Finance Limited,東美財務有限公司,12-Jan-20,R
2446,2146/2018,As at 29 February 2020,Jafoon Finance Company,錦豐財務公司,30-Dec-19,R
2258,2145/2018,As at 29 February 2020,Ivanhoe Capital Finance Limited,,02-Dec-19,R
2071,2144/2018,As at 29 February 2020,Riches Investments Limited,富誼投資有限公司,12-Dec-19,R
1490,2143/2018,As at 29 February 2020,Hong Kong Housing Loan Limited,香港建屋信貸有限公司,07-Dec-19,R
4931,2142/2018,As at 29 February 2020,E-Money Finance Limited ,星匯信貸有限公司,30-Nov-19,R
4339,2137/2018,As at 29 February 2020,Jad Wealth (Asia) Development Limited,智財創富(亞洲)發展有限公司,29-Dec-19,R
4302,2136/2018,As at 29 February 2020,Greenpro Credit Limited,綠專信貸有限公司,03-Dec-19,R
4263,2135/2018,As at 29 February 2020,Vantage Solutions (HK) Limited,威濤(香港)有限公司,03-Nov-19,R
4262,2134/2018,As at 29 February 2020,Elite Capital Limited,億利資本有限公司,10-Nov-19,R
4208,2133/2018,As at 29 February 2020,Cornell Finance Limited ,恒康財務有限公司,03-Dec-19,R
3946,2131/2018,As at 29 February 2020,Dingyi Financial Services Investment Limited,鼎億金融服務投資有限公司,18-Dec-19,R
3943,2130/2018,As at 29 February 2020,Uni-Century Finance Co. Limited,元盛財務有限公司,16-Dec-19,R
3903,2129/2018,As at 29 February 2020,Fuji Finance Limited,富士財務有限公司,28-Oct-19,R
3519,2128/2018,As at 29 February 2020,Pinnacle Finance Co. Limited,高峰財務有限公司,24-Oct-19,R
3491,2127/2018,As at 29 February 2020,Surpass Wealth Management Limited,駿龍財富管理有限公司,22-Jan-20,R
3245,2125/2018,As at 29 February 2020,Peterson Finance Limited,培新財務有限公司,26-Nov-19,R
3227,2124/2018,As at 29 February 2020,Great Ascent Investment Limited,晉偉投資有限公司,06-Dec-19,R
3119,2122/2018,As at 29 February 2020,21 Finance Limited,２１財務有限公司,22-Dec-19,R
3029,2120/2018,As at 29 February 2020,First Asia Finance International Limited,一亞財務國際有限公司,13-Nov-19,R
2848,2119/2018,As at 29 February 2020,Actex Finance Limited,信昌財務有限公司,26-Oct-19,R
2811,2118/2018,As at 29 February 2020,Interchina Finance (H.K.) Limited,國中財務(香港)有限公司,26-Oct-19,R
2644,2117/2018,As at 29 February 2020,Good Future Finance Limited,運通財務有限公司,23-Oct-19,R
2048,2115/2018,As at 29 February 2020,Yelsen Finance Holdings Limited,日順財務金融集團有限公司,24-Oct-19,R
1496,2114/2018,As at 29 February 2020,Yicko Finance Limited,益高財務有限公司,07-Dec-19,R
4960,2112/2018,As at 29 February 2020,Camden Finance Limited,鏗達信貸有限公司,09-Jan-20,R
4932,2111/2018,As at 29 February 2020,Velotrade Management Limited,,07-Dec-19,R
4909,2110/2018,As at 29 February 2020,GreatSky Credit Limited,天浩信貸有限公司,14-Nov-19,R
4899,2108/2018,As at 29 February 2020,Zebra Service Limited,,31-Oct-19,R
4863,2102/2018,As at 29 February 2020,CGU Enterprises Limited,,02-Nov-19,R
4634,2101/2018,As at 29 February 2020,Acetop Credit Investment Limited,領峰信貸理財有限公司,24-Nov-19,R
3681,2095/2018,As at 29 February 2020,Faster Credit Limited,集誠信貸有限公司,24-Dec-19,R
2984,2091/2018,As at 29 February 2020,Guoyuan Finance (Hong Kong) Limited,國元財務(香港)有限公司,18-Dec-19,R
2274,2089/2018,As at 29 February 2020,Easy Policy Finance Limited,怡信財務有限公司,23-Dec-19,R
2272,2088/2018,As at 29 February 2020,Tse's Finance Limited,謝氏財務有限公司,04-Dec-19,R
1448,2086/2018,As at 29 February 2020,Fultron Investments Limited,豐昌投資有限公司,11-Nov-19,R
819,2084/2018,As at 29 February 2020,New Town (N.T.) Properties Finance Company Limited,,12-Nov-19,R
664,2083/2018,As at 29 February 2020,Hitachi Capital (Hong Kong) Limited,日立金融(香港)有限公司,17-Nov-19,R
4773,2079/2018,As at 29 February 2020,Bluemount Credit Limited,藍山信貸有限公司,02-Nov-19,R
4660,2078/2018,As at 29 February 2020,Mountain Purple Limited,高紫蘭有限公司,20-Dec-19,R
4643,2077/2018,As at 29 February 2020,Carlyon Finance Limited,格理昂金融有限公司,29-Nov-19,R
4315,2074/2018,As at 29 February 2020,Noble Ample Limited,卓福有限公司,15-Dec-19,R
4261,2072/2018,As at 29 February 2020,Wealth Express Global Holdings Limited,匯通環球控股有限公司,03-Nov-19,R
4259,2071/2018,As at 29 February 2020,HS Asset Management Limited,亨盛資產管理有限公司,03-Nov-19,R
4252,2070/2018,As at 29 February 2020,Cheuk Fai International Group Limited,卓輝國際集團有限公司,03-Nov-19,R
4245,2069/2018,As at 29 February 2020,United Property Finance Limited,統一物業信貸有限公司,15-Oct-19,R
3929,2066/2018,As at 29 February 2020,Zhonghua Finance Group Limited,中華財務集團有限公司,04-Dec-19,R
3918,2065/2018,As at 29 February 2020,Ka Hing Finance Limited,嘉興財務有限公司,20-Nov-19,R
3678,2062/2018,As at 29 February 2020,CS Credit Limited,中策信貸有限公司,10-Dec-19,R
3643,2061/2018,As at 29 February 2020,China Huarong International Holdings Limited,中國華融國際控股有限公司,12-Nov-19,R
3461,2060/2018,As at 29 February 2020,Kwok Fai Wealth Investment Limited,幗暉創富投資有限公司,20-Nov-19,R
3188,2059/2018,As at 29 February 2020,Tai Wo Finance Limited,太和財務有限公司,06-Jan-20,R
2768,2057/2018,As at 29 February 2020,KG Holdings Limited,奇正集團有限公司,18-Nov-19,R
234,2055/2018,As at 29 February 2020,Yiu Fung Finance Company Limited,耀豐財務有限公司,11-Dec-19,R
4324,2053/2018,As at 29 February 2020,Top Credit Finance Limited,領先信用財務有限公司,24-Dec-19,R
4890,2050/2018,As at 29 February 2020,FundPark Limited,豐泊國際有限公司,10-Oct-19,R
4882,2049/2018,As at 29 February 2020,China Four Financial Group Limited,中國四象金融集團有限公司,10-Oct-19,R
4633,2047/2018,As at 29 February 2020,Superactive Finance Company Limited,先機財務有限公司,13-Dec-19,R
4611,2046/2018,As at 29 February 2020,Smart Credit Management Limited,明智信貸管理有限公司,06-Oct-19,R
4305,2042/2018,As at 29 February 2020,Buddy Finance Limited,老友記信貸有限公司,26-Nov-19,R
4291,2041/2018,As at 29 February 2020,Value Creation Finance Limited,連城財務有限公司,19-Nov-19,R
4246,2040/2018,As at 29 February 2020,ZZCI Credit Limited,中植資本信貸有限公司,22-Oct-19,R
4241,2039/2018,As at 29 February 2020,New Times Finance Limited,新時代財務有限公司,15-Oct-19,R
4240,2038/2018,As at 29 February 2020,MLB Finance Limited,,15-Oct-19,R
4235,2037/2018,As at 29 February 2020,Sun International Credit Limited,太陽國際信貸有限公司,13-Oct-19,R
3956,2036/2018,As at 29 February 2020,Perfect Credit Limited,百老匯信貸有限公司,23-Dec-19,R
3936,2035/2018,As at 29 February 2020,Elephant Club Limited,象錢寶有限公司,11-Dec-19,R
3682,2034/2018,As at 29 February 2020,Parkville Financial Limited,栢滙金融有限公司,10-Dec-19,R
3675,2033/2018,As at 29 February 2020,Yam Yik Lei Development Limited,鑫益利發展有限公司,12-Dec-19,R
3458,2032/2018,As at 29 February 2020,Bright Future Global Capital Limited,昌泰環球金融有限公司,20-Nov-19,R
3429,2031/2018,As at 29 February 2020,Sliver Brighter Limited,銀興有限公司,09-Oct-19,R
3278,2030/2018,As at 29 February 2020,Bright Future Finance Limited,昌泰財務有限公司,06-Dec-19,R
3031,2028/2018,As at 29 February 2020,Trade Capital Finance Limited,申滙權資有限公司,13-Nov-19,R
216,2023/2018,As at 29 February 2020,Yan Yan Finance Co.,人人財務公司,06-Nov-19,R
4288,2022/2018,As at 29 February 2020,Galaxy Credit Limited,銀河信貸有限公司,17-Nov-19,R
4260,2021/2018,As at 29 February 2020,Delight Sky Finance Limited,喜天財務有限公司,03-Nov-19,R
3893,2015/2018,As at 29 February 2020,Bright Smart Easy Finance Company Limited,耀才易借財務有限公司,21-Oct-19,R
3672,2014/2018,As at 29 February 2020,Way Union Finance Limited,偉聯財務有限公司,10-Dec-19,R
3661,2013/2018,As at 29 February 2020,Sunrise Property Credit Limited,日昇物業信貸有限公司,21-Nov-19,R
4632,2010/2018,As at 29 February 2020,Max Pointer Limited,萬滙有限公司,24-Nov-19,R
3103,2010/2018,As at 29 February 2020,Silver Base Capital Limited,銀基資本有限公司,22-Oct-19,R
3035,2009/2018,As at 29 February 2020,GTL Credit Finance Company Limited,嘉得利信貸財務有限公司,27-Nov-19,R
2564,2007/2018,As at 29 February 2020,Wing Fung Credit Limited,永豐信貸有限公司,18-Nov-19,R
1634,2005/2018,As at 29 February 2020,Leung Yeung Hong,良洋行,03-Nov-19,R
1221,2004/2018,As at 29 February 2020,Base Field Finance Limited,聯年財務有限公司,04-Oct-19,R
1042,2002/2018,As at 29 February 2020,Yardley Finance Limited,溢利財務有限公司,12-Nov-19,R
836,2001/2018,As at 29 February 2020,Foo Shing Loan And Mortgage Company Limited trading as Tung Tak Pawnshop,富成按揭有限公司經營同德押,12-Nov-19,R
835,2000/2018,As at 29 February 2020,Foo Shing Loan And Mortgage Company Limited trading as Tung Cheong Pawnshop,富成按揭有限公司經營同昌押,17-Nov-19,R
834,1999/2018,As at 29 February 2020,Foo Shing Loan And Mortgage Company Limited trading as Tak Wing Pawnshop,富成按揭有限公司經營德榮押,12-Nov-19,R
833,1998/2018,As at 29 February 2020,Foo Shing Loan And Mortgage Company Limited trading as Tak Tai Pawnshop,富成按揭有限公司經營德泰押,06-Nov-19,R
832,1997/2018,As at 29 February 2020,Foo Shing Loan And Mortgage Company Limited trading as Tak Sang Pawnshop,富成按揭有限公司經營德生押,17-Nov-19,R
831,1996/2018,As at 29 February 2020,Foo Shing Loan And Mortgage Company Limited trading as Tak Hing Pawnshop,富成按揭有限公司經營德興押,12-Nov-19,R
828,1995/2018,As at 29 February 2020,Foo Shing Loan And Mortgage Company Limited trading as Shing Lung Pawnshop,富成按揭有限公司經營成隆押,12-Nov-19,R
827,1994/2018,As at 29 February 2020,Foo Shing Loan And Mortgage Company Limited trading as Shing Fung Pawnshop,富成按揭有限公司經營成豐押,12-Nov-19,R
826,1993/2018,As at 29 February 2020,Foo Shing Loan And Mortgage Company Limited trading as Nam Cheong Pawnshop,富成按揭有限公司經營南昌押,06-Nov-19,R
4618,1988/2018,As at 29 February 2020,Sky High Finance Company Limited,雲鼎財務有限公司,07-Nov-19,R
3888,1985/2018,As at 29 February 2020,Friedmann Pacific Advisory Service Limited,富泰金融咨詢服務有限公司,16-Oct-19,R
3457,1980/2018,As at 29 February 2020,Youyu Finance Limited,有魚金融有限公司,20-Nov-19,R
3261,1975/2018,As at 29 February 2020,China Alliance Financial Group Limited,中國聯合金融集團有限公司,18-Oct-19,R
3025,1974/2018,As at 29 February 2020,CNPC Finance (HK) Limited,中國石油財務(香港)有限公司,30-Oct-19,R
5310,1962/2018,As at 29 February 2020,Waterfront Realty Limited,前海物業有限公司,28-Feb-20,R
3033,1951/2018,As at 29 February 2020,Sunnyman Finance Limited,新利文財務有限公司,18-Nov-19,R
2980,1950/2018,As at 29 February 2020,Sky Finance Limited,天安財務有限公司,08-Nov-19,R
5315,1945/2018,As at 29 February 2020,Turbo Lend Finance Limited,捷貸財務有限公司,26-Feb-20,R
5301,1943/2018,As at 29 February 2020,Hontime Resources Limited,康泰資源有限公司,26-Feb-20,R
1835,1928/2018,As at 29 February 2020,National Resources Capital Limited,中潤融資有限公司,31-Oct-19,R
4627,1923/2018,As at 29 February 2020,Lead Glory Limited,領耀創富有限公司,10-Nov-19,R
5316,1907/2018,As at 29 February 2020,Galaxy Finance Limited ,銀河財務有限公司,19-Feb-20,R
5308,1906/2018,As at 29 February 2020,China Financial Services Holdings Limited,中國金融投資管理有限公司,19-Feb-20,R
5298,1905/2018,As at 29 February 2020,Power Sky Enterprises (HK) Limited,力天企業(香港)有限公司,19-Feb-20,R
3866,1882/2018,As at 29 February 2020,Foo Hong Finance Company Limited,富康財務有限公司,23-Sep-19,R
3102,1875/2018,As at 29 February 2020,Long's Finance Company Limited,朗氏財務有限公司,03-Nov-19,R
5299,1868/2018,As at 29 February 2020,Billion Express Finance Limited,億滙財務有限公司,12-Feb-20,R
5296,1867/2018,As at 29 February 2020,Simple Cash Limited,簡易錢有限公司,12-Feb-20,R
3205,1866/2018,As at 29 February 2020,Finance Generation Credit Company Limited,財務一代信貸有限公司,12-Feb-20,R
5309,1849/2018,As at 29 February 2020,Topful Capital Limited,宏達金融有限公司,31-Jan-20,R
5306,1848/2018,As at 29 February 2020,Long Win Finance Limited,長盈財務有限公司,31-Jan-20,R
5304,1847/2018,As at 29 February 2020,Glory Finance Limited,佳利財務有限公司,31-Jan-20,R
5303,1846/2018,As at 29 February 2020,True Credit Limited,忠信金融有限公司,31-Jan-20,R
5302,1845/2018,As at 29 February 2020,K.F. Continental Finance Limited,御渢資產管理有限公司,31-Jan-20,R
5295,1844/2018,As at 29 February 2020,Bands Risk Management Limited,磐石風險管理有限公司,31-Jan-20,R
5200,1843/2018,As at 29 February 2020,Orion Finance Limited ,東立金融有限公司,31-Jan-20,R
5167,1842/2018,As at 29 February 2020,AP Assets Finance Limited,泛亞環球財務有限公司,31-Jan-20,R
1303,1812/2018,As at 29 February 2020,Get Nice (Union) Finance Company Limited,結好(聯合)財務有限公司,19-Nov-19,R
1293,1811/2018,As at 29 February 2020,H. K. Sources Finance Limited,港銀財務有限公司,22-Oct-19,R
5305,1809/2018,As at 29 February 2020,Ocean Holding (Asia) Limited,浩揚(亞洲)有限公司,24-Jan-20,R
5293,1808/2018,As at 29 February 2020,Hamilton Enterprise (HK) Limited,集美企業(香港)有限公司,24-Jan-20,R
5291,1807/2018,As at 29 February 2020,Ushine Investment (Hong Kong) Limited,譽迅投資(香港)有限公司,24-Jan-20,R
5290,1806/2018,As at 29 February 2020,AMTD Risk Consulting Limited,,24-Jan-20,R
4543,1799/2018,As at 29 February 2020,Markway (HK) Limited,迅威(香港)有限公司,13-Oct-19,R
5288,1789/2018,As at 29 February 2020,Loan Station Limited ,聯貸站有限公司,22-Jan-20,R
5281,1788/2018,As at 29 February 2020,Ya Xiang Group Limited,雅翔集團有限公司,22-Jan-20,R
4458,1787/2018,As at 29 February 2020,Excel Finance Limited,卓滙財務有限公司,22-Jan-20,R
5297,1771/2018,As at 29 February 2020,"KM International (Asia) Co., Limited",姜美國際(亞洲)有限公司,17-Jan-20,R
5285,1770/2018,As at 29 February 2020,Kangen Credit Limited,還原信貸有限公司,17-Jan-20,R
5284,1769/2018,As at 29 February 2020,Sun Champion Finance Limited,新昌財務有限公司,17-Jan-20,R
5255,1768/2018,As at 29 February 2020,See Fintech Company Limited,4．金融科技有限公司,17-Jan-20,R
5237,1767/2018,As at 29 February 2020,China Belt And Road Holdings Limited,中國一帶一路控股有限公司,17-Jan-20,R
4128,1761/2018,As at 29 February 2020,Oceanfront Enterprise Limited,汪洋企業有限公司,26-Sep-19,R
